InteractionID,PatientSSN,PatientName,PatientAddress,PatientPhone,PatientInsuranceID,PatientPCP,AppointmentID,AppointmentPatient,AppointmentStart,AppointmentEnd,AppointmentExaminationRoom,AppointmentPhysicianID,AppointmentPhysicianName,AppointmentPhysicianPosition,AppointmentNurseID,AppointmentNurseName,AppointmentNursePosition,PrescribingPhysician,PrescriptionPatient,PrescriptionMedication,PrescriptionDate,PrescriptionAppointment,PrescriptionDose,PrescribingPhysicianID,PrescribingPhysicianName,PrescribingPhysicianPosition,MedicationCode,MedicationName,MedicationBrand,MedicationDescription,UndergoesPatient,UndergoesNewProcedure,UndergoesStayID,UndergoesDate,UndergoesPhysicianID,UndergoesNurseID,NewProcedureCode,NewProcedureName,NewProcedureCost,StayID,StayPatient,StayRoom,StayStart,StayEnd,RoomNumber,RoomType,RoomBlockFloor,RoomBlockCode,RoomUnavailable,BlockFloor,BlockCode,OnCallNurse,OnCallBlockFloor,OnCallBlockCode,OnCallStart,OnCallEnd,OnCallNurseID,OnCallNurseName,OnCallNursePosition,OnCallNurseRegistered
78,100000004,Dennis Doe,1100 Foobaz Avenue,555-2048,68421879,3,59871321,100000004,2008-04-26 10:00:00,2008-04-26 11:00:00,C,4,Percival Cox,Senior Attending Physician,-1.0,No Appointment made,No Appointment made,-1.0,-1.0,-1.0,,-1.0,No prescription issued,-1.0,No prescription issued,No prescription issued,-1.0,No Medication was prescribed,No Medication was prescribed,No Medication was prescribed,100000004.0,5.0,3217.0,2008-05-09,6.0,-1.0,5.0,Obfuscated Dermogastrotomy,4899.0,3217.0,100000004.0,112.0,2008-05-02,2008-05-03,112.0,Single,1.0,2.0,True,4.0,2.0,-1.0,-1.0,-1.0,,,-1.0,No nurse details,No nurse details,No nurse details
79,100000004,Dennis Doe,1100 Foobaz Avenue,555-2048,68421879,3,86213939,100000004,2008-04-27 10:00:00,2008-04-21 11:00:00,A,9,Molly Clock,Attending Psychiatrist,102.0,Laverne Roberts,Nurse,9.0,100000004.0,2.0,2008-04-27 10:53:00,86213939.0,10,9.0,Molly Clock,Attending Psychiatrist,2.0,Thesisin,Foo Labs,N/A,100000004.0,1.0,3217.0,2008-05-07,3.0,102.0,1.0,Reverse Rhinopodoplasty,1500.0,3217.0,100000004.0,112.0,2008-05-02,2008-05-03,112.0,Single,1.0,2.0,True,1.0,2.0,101.0,1.0,2.0,2008-11-04 11:00:00,2008-11-04 19:00:00,101.0,Carla Espinosa,Head Nurse,True
80,100000004,Dennis Doe,1100 Foobaz Avenue,555-2048,68421879,3,86213939,100000004,2008-04-27 10:00:00,2008-04-21 11:00:00,A,9,Molly Clock,Attending Psychiatrist,102.0,Laverne Roberts,Nurse,9.0,100000004.0,2.0,2008-04-27 10:53:00,86213939.0,10,9.0,Molly Clock,Attending Psychiatrist,2.0,Thesisin,Foo Labs,N/A,100000004.0,1.0,3217.0,2008-05-07,3.0,102.0,1.0,Reverse Rhinopodoplasty,1500.0,3217.0,100000004.0,112.0,2008-05-02,2008-05-03,112.0,Single,1.0,2.0,True,1.0,2.0,103.0,1.0,2.0,2008-11-04 19:00:00,2008-11-05 03:00:00,103.0,Paul Flowers,Nurse,False
81,100000004,Dennis Doe,1100 Foobaz Avenue,555-2048,68421879,3,86213939,100000004,2008-04-27 10:00:00,2008-04-21 11:00:00,A,9,Molly Clock,Attending Psychiatrist,102.0,Laverne Roberts,Nurse,9.0,100000004.0,2.0,2008-04-27 10:53:00,86213939.0,10,9.0,Molly Clock,Attending Psychiatrist,2.0,Thesisin,Foo Labs,N/A,100000004.0,1.0,3217.0,2008-05-07,3.0,102.0,1.0,Reverse Rhinopodoplasty,1500.0,3217.0,100000004.0,112.0,2008-05-02,2008-05-03,112.0,Single,1.0,2.0,True,2.0,2.0,-1.0,-1.0,-1.0,,,-1.0,No nurse details,No nurse details,No nurse details
82,100000004,Dennis Doe,1100 Foobaz Avenue,555-2048,68421879,3,86213939,100000004,2008-04-27 10:00:00,2008-04-21 11:00:00,A,9,Molly Clock,Attending Psychiatrist,102.0,Laverne Roberts,Nurse,9.0,100000004.0,2.0,2008-04-27 10:53:00,86213939.0,10,9.0,Molly Clock,Attending Psychiatrist,2.0,Thesisin,Foo Labs,N/A,100000004.0,1.0,3217.0,2008-05-07,3.0,102.0,1.0,Reverse Rhinopodoplasty,1500.0,3217.0,100000004.0,112.0,2008-05-02,2008-05-03,112.0,Single,1.0,2.0,True,3.0,2.0,-1.0,-1.0,-1.0,,,-1.0,No nurse details,No nurse details,No nurse details
83,100000004,Dennis Doe,1100 Foobaz Avenue,555-2048,68421879,3,86213939,100000004,2008-04-27 10:00:00,2008-04-21 11:00:00,A,9,Molly Clock,Attending Psychiatrist,102.0,Laverne Roberts,Nurse,9.0,100000004.0,2.0,2008-04-27 10:53:00,86213939.0,10,9.0,Molly Clock,Attending Psychiatrist,2.0,Thesisin,Foo Labs,N/A,100000004.0,1.0,3217.0,2008-05-07,3.0,102.0,1.0,Reverse Rhinopodoplasty,1500.0,3217.0,100000004.0,112.0,2008-05-02,2008-05-03,112.0,Single,1.0,2.0,True,4.0,2.0,-1.0,-1.0,-1.0,,,-1.0,No nurse details,No nurse details,No nurse details
84,100000004,Dennis Doe,1100 Foobaz Avenue,555-2048,68421879,3,86213939,100000004,2008-04-27 10:00:00,2008-04-21 11:00:00,A,9,Molly Clock,Attending Psychiatrist,102.0,Laverne Roberts,Nurse,9.0,100000004.0,2.0,2008-04-27 10:53:00,86213939.0,10,9.0,Molly Clock,Attending Psychiatrist,2.0,Thesisin,Foo Labs,N/A,100000004.0,4.0,3217.0,2008-05-13,3.0,103.0,4.0,Complete Walletectomy,10000.0,3217.0,100000004.0,112.0,2008-05-02,2008-05-03,112.0,Single,1.0,2.0,True,1.0,2.0,101.0,1.0,2.0,2008-11-04 11:00:00,2008-11-04 19:00:00,101.0,Carla Espinosa,Head Nurse,True
85,100000004,Dennis Doe,1100 Foobaz Avenue,555-2048,68421879,3,86213939,100000004,2008-04-27 10:00:00,2008-04-21 11:00:00,A,9,Molly Clock,Attending Psychiatrist,102.0,Laverne Roberts,Nurse,9.0,100000004.0,2.0,2008-04-27 10:53:00,86213939.0,10,9.0,Molly Clock,Attending Psychiatrist,2.0,Thesisin,Foo Labs,N/A,100000004.0,4.0,3217.0,2008-05-13,3.0,103.0,4.0,Complete Walletectomy,10000.0,3217.0,100000004.0,112.0,2008-05-02,2008-05-03,112.0,Single,1.0,2.0,True,1.0,2.0,103.0,1.0,2.0,2008-11-04 19:00:00,2008-11-05 03:00:00,103.0,Paul Flowers,Nurse,False
86,100000004,Dennis Doe,1100 Foobaz Avenue,555-2048,68421879,3,86213939,100000004,2008-04-27 10:00:00,2008-04-21 11:00:00,A,9,Molly Clock,Attending Psychiatrist,102.0,Laverne Roberts,Nurse,9.0,100000004.0,2.0,2008-04-27 10:53:00,86213939.0,10,9.0,Molly Clock,Attending Psychiatrist,2.0,Thesisin,Foo Labs,N/A,100000004.0,4.0,3217.0,2008-05-13,3.0,103.0,4.0,Complete Walletectomy,10000.0,3217.0,100000004.0,112.0,2008-05-02,2008-05-03,112.0,Single,1.0,2.0,True,2.0,2.0,-1.0,-1.0,-1.0,,,-1.0,No nurse details,No nurse details,No nurse details
87,100000004,Dennis Doe,1100 Foobaz Avenue,555-2048,68421879,3,86213939,100000004,2008-04-27 10:00:00,2008-04-21 11:00:00,A,9,Molly Clock,Attending Psychiatrist,102.0,Laverne Roberts,Nurse,9.0,100000004.0,2.0,2008-04-27 10:53:00,86213939.0,10,9.0,Molly Clock,Attending Psychiatrist,2.0,Thesisin,Foo Labs,N/A,100000004.0,4.0,3217.0,2008-05-13,3.0,103.0,4.0,Complete Walletectomy,10000.0,3217.0,100000004.0,112.0,2008-05-02,2008-05-03,112.0,Single,1.0,2.0,True,3.0,2.0,-1.0,-1.0,-1.0,,,-1.0,No nurse details,No nurse details,No nurse details
88,100000004,Dennis Doe,1100 Foobaz Avenue,555-2048,68421879,3,86213939,100000004,2008-04-27 10:00:00,2008-04-21 11:00:00,A,9,Molly Clock,Attending Psychiatrist,102.0,Laverne Roberts,Nurse,9.0,100000004.0,2.0,2008-04-27 10:53:00,86213939.0,10,9.0,Molly Clock,Attending Psychiatrist,2.0,Thesisin,Foo Labs,N/A,100000004.0,4.0,3217.0,2008-05-13,3.0,103.0,4.0,Complete Walletectomy,10000.0,3217.0,100000004.0,112.0,2008-05-02,2008-05-03,112.0,Single,1.0,2.0,True,4.0,2.0,-1.0,-1.0,-1.0,,,-1.0,No nurse details,No nurse details,No nurse details
89,100000004,Dennis Doe,1100 Foobaz Avenue,555-2048,68421879,3,86213939,100000004,2008-04-27 10:00:00,2008-04-21 11:00:00,A,9,Molly Clock,Attending Psychiatrist,102.0,Laverne Roberts,Nurse,9.0,100000004.0,2.0,2008-04-27 10:53:00,86213939.0,10,9.0,Molly Clock,Attending Psychiatrist,2.0,Thesisin,Foo Labs,N/A,100000004.0,5.0,3217.0,2008-05-09,6.0,-1.0,5.0,Obfuscated Dermogastrotomy,4899.0,3217.0,100000004.0,112.0,2008-05-02,2008-05-03,112.0,Single,1.0,2.0,True,1.0,2.0,101.0,1.0,2.0,2008-11-04 11:00:00,2008-11-04 19:00:00,101.0,Carla Espinosa,Head Nurse,True
90,100000004,Dennis Doe,1100 Foobaz Avenue,555-2048,68421879,3,86213939,100000004,2008-04-27 10:00:00,2008-04-21 11:00:00,A,9,Molly Clock,Attending Psychiatrist,102.0,Laverne Roberts,Nurse,9.0,100000004.0,2.0,2008-04-27 10:53:00,86213939.0,10,9.0,Molly Clock,Attending Psychiatrist,2.0,Thesisin,Foo Labs,N/A,100000004.0,5.0,3217.0,2008-05-09,6.0,-1.0,5.0,Obfuscated Dermogastrotomy,4899.0,3217.0,100000004.0,112.0,2008-05-02,2008-05-03,112.0,Single,1.0,2.0,True,1.0,2.0,103.0,1.0,2.0,2008-11-04 19:00:00,2008-11-05 03:00:00,103.0,Paul Flowers,Nurse,False
91,100000004,Dennis Doe,1100 Foobaz Avenue,555-2048,68421879,3,86213939,100000004,2008-04-27 10:00:00,2008-04-21 11:00:00,A,9,Molly Clock,Attending Psychiatrist,102.0,Laverne Roberts,Nurse,9.0,100000004.0,2.0,2008-04-27 10:53:00,86213939.0,10,9.0,Molly Clock,Attending Psychiatrist,2.0,Thesisin,Foo Labs,N/A,100000004.0,5.0,3217.0,2008-05-09,6.0,-1.0,5.0,Obfuscated Dermogastrotomy,4899.0,3217.0,100000004.0,112.0,2008-05-02,2008-05-03,112.0,Single,1.0,2.0,True,2.0,2.0,-1.0,-1.0,-1.0,,,-1.0,No nurse details,No nurse details,No nurse details
92,100000004,Dennis Doe,1100 Foobaz Avenue,555-2048,68421879,3,86213939,100000004,2008-04-27 10:00:00,2008-04-21 11:00:00,A,9,Molly Clock,Attending Psychiatrist,102.0,Laverne Roberts,Nurse,9.0,100000004.0,2.0,2008-04-27 10:53:00,86213939.0,10,9.0,Molly Clock,Attending Psychiatrist,2.0,Thesisin,Foo Labs,N/A,100000004.0,5.0,3217.0,2008-05-09,6.0,-1.0,5.0,Obfuscated Dermogastrotomy,4899.0,3217.0,100000004.0,112.0,2008-05-02,2008-05-03,112.0,Single,1.0,2.0,True,3.0,2.0,-1.0,-1.0,-1.0,,,-1.0,No nurse details,No nurse details,No nurse details
93,100000004,Dennis Doe,1100 Foobaz Avenue,555-2048,68421879,3,86213939,100000004,2008-04-27 10:00:00,2008-04-21 11:00:00,A,9,Molly Clock,Attending Psychiatrist,102.0,Laverne Roberts,Nurse,9.0,100000004.0,2.0,2008-04-27 10:53:00,86213939.0,10,9.0,Molly Clock,Attending Psychiatrist,2.0,Thesisin,Foo Labs,N/A,100000004.0,5.0,3217.0,2008-05-09,6.0,-1.0,5.0,Obfuscated Dermogastrotomy,4899.0,3217.0,100000004.0,112.0,2008-05-02,2008-05-03,112.0,Single,1.0,2.0,True,4.0,2.0,-1.0,-1.0,-1.0,,,-1.0,No nurse details,No nurse details,No nurse details
